0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,14,0,0,0,30,0,46,0,30,0,16,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
0,14,21,0,0,0,31,0,30,0,15,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,15,30,46,30,15,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21,1,0,30,0,25,0,15,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,26,0,5,0,16,0,35,0,47,0,30,0,0,0,1,0,0,0,0,0,0,0,1,5,17,5,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,17,0,0,5,0,1,0,0,0,0,0,0
0,30,31,0,0,0,51,0,60,0,35,0,17,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,30,5,0,46,0,45,0,35,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,17,0,0,5,0,1,0,0,0,0,0,0
0,46,30,0,0,0,60,0,86,0,62,0,40,0,17,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,5,0,1,0,0,0,0,0,0,0
0,0,0,0,25,16,0,45,0,56,0,64,0,40,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,5,19,5,1,0,0,0,0,0,0,0,40,1,0,17,0,5,0,1,0,0,0,0
0,30,15,0,0,0,35,0,62,0,61,0,64,0,35,0,0,0,0,0,1,5,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,1,5,19,5,1,0,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,18,0,5,0,1,0,0,0,0,0
0,0,0,0,15,35,0,35,0,64,0,101,0,80,0,40,0,0,0,1,0,0,0,0,0,0,0,1,5,19,5,1,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,5,0,19,0,0,0,0,1,0,0,0,0,0,1,5,19,50,19,5,1,0,0,0,0,0,0,83,5,0,40,0,18,0,5,0,1,0,0
0,16,5,0,0,0,17,0,40,0,64,0,96,0,65,0,0,0,0,1,5,18,45,18,5,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0,5,0,1,0,1,0,5,0,19,0,0,0,0,1,5,19,50,19,5,1,0,0,0,0,0,1,0,0,0,0,17,83,0,0,0,45,0,18,0,5,0,1,0,0,0
0,0,0,0,5,47,0,17,0,40,0,80,0,91,0,64,0,0,1,5,1,0,0,0,0,0,1,5,18,45,19,5,1,0,0,0,0,0,18,1,0,5,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,5,20,5,1,0,0,0,0,0,0,0,45,1,0,18,0,5,0,1,0,0,0,0
0,5,1,0,0,0,5,0,17,0,35,0,65,0,66,0,0,0,1,5,18,40,82,40,17,5,1,0,0,0,1,0,0,0,0,0,5,40,0,0,17,0,5,0,2,0,1,0,5,0,0,0,0,1,1,5,19,5,1,0,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,18,0,5,0,1,0,0,0,0,0
